state,sex,emplnw,emptype1,emptype2,emptype3,stud,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,par,educ2,edinst,disa,ideo,race,inc,zipcode
12,1,1,4,2,1,3,1,1,1,1,4,4,4,4,4,2,2,62,1,2,8, ,2,2,1,99,32566
42,2,2,6,2,1,2,1,1,1,1,3,3,3,4,2,2,2,29,6,2,6,6,2,1,1,2,19601
24,1,1,1,1, ,3,1,2,1,1,2,3,3,2,3,2,1,48,3,2,4, ,2,9,2,5,21202
51,1,1,3,1, ,3,1,1,1,1,2,3,4,2,1,2,3,35,1,1,5, ,2,2,1,6,23231
21,2,99, , , ,3, , , , , , , , , , ,9,66,3,2,8, ,2,4,1,6,41055
28,2,3, , , ,3, , , , , , , , , , ,1,73,1,2,3, ,2,3,1,99,38603
1,1,1,2,1, ,3,2,1,1,2,4,4,4,4,4,3,2,22,1,1,2, ,2,2,1,3,36445
48,2,3, , , ,3, , , , , , , , , , ,2,64,1,2,8, ,2,4,1,7,77518
12,1,1,3,2,2,3,1,1,1,2,4,4,4,4,4,1,2,31,1,1,8, ,2,4,1,9,33138
22,2,4, , , ,3, , , , , , , , , , ,4,30,1,1,1, ,2,8,8,98,70512
21,1,1,3,2,1,3,1,1,2,2,3,4,4,3,3,4,1,55,1,1,6, ,2,3,1,8,40108
8,1,1,3,1, ,1,1,2,1,1,4,4,4,1,2,2,2,20,6,2,3,2,2,2,1,9,80004
6,1,4, , , ,3, , , , , , , , , , ,2,25,1,2,98, ,1,8,6,98,99999
6,2,1,1,2,1,3,2,1,1,1,2,4,4,3,4,3,3,66,3,2,6, ,2,4,1,5,91604
49,2,8, , , ,3, , , , , , , , , , ,2,60,1,2,5, ,1,2,1,6,84061
8,1,1,2,2,1,3,2,1,1,2,4,3,4,4,4,1,2,30,1,2,6, ,2,3,1,7,80003
22,2,4, , , ,3, , , , , , , , , , ,2,68,3,2,7, ,1,3,1,1,70119
22,2,4, , , ,3, , , , , , , , , , ,2,49,2,2,2, ,2,2,2,1,70116
4,1,3, , , ,3, , , , , , , , , , ,1,69,3,2,4, ,2,2,1,3,86401
30,1,2,3,1, ,3,2,1,2,1,1,3,4,1,4,4,1,57,3,2,4, ,1,4,1,4,59868
55,2,1,3,2,4,3,2,2,2,2,4,4,4,4,4,3,2,70,1,2,2, ,2,3,1,4,53946
1,2,2,3,1, ,3,1,2,1,1,4,4,4,4,4,2,3,38,4,1,5, ,1,3,2,1,36108
6,2,2,8,1, ,3,1,2,1,1,4,4,3,1,1,3,2,37,1,1,8, ,2,5,3,6,91773
53,1,4, , , ,1, , , , , , , , , , ,2,20,6,2,3,4,2,3,3,2,98118
53,1,3, , , ,3, , , , , , , , , , ,2,72,1,2,5, ,1,1,1,5,98271
6,1,3, , , ,3, , , , , , , , , , ,2,68,5,2,6, ,2,3,4,8,90650
6,1,8, , , ,3, , , , , , , , , , ,1,26,2,2,6, ,2,3,2,2,91307
53,1,2,6,1, ,3,1,2,1,2,2,1,3,1,1,2,2,27,1,2,7, ,2,2,6,4,98032
6,2,3, , , ,2, , , , , , , , , , ,3,72,1,2,3,8,1,3,6,2,95630
53,1,5,3,1, ,3,1,8,1,2,4,4,4,4,4,1,2,50,1,2,4, ,2,9,1,99,98116
18,2,2,3,2,1,3,1,1,2,2,4,4,4,4,4,1,3,66,1,2,4, ,2,2,1,99,46787
48,1,1,1,2,1,2,1,1,1,1,3,4,4,1,1,2,3,36,1,1,8,3,2,5,1,7,77546
40,1,3, , , ,3, , , , , , , , , , ,2,71,1,2,8, ,2,2,1,6,73401
48,2,3, , , ,3, , , , , , , , , , ,2,60,1,2,8, ,2,4,1,99,76009
36,1,4, , , ,1, , , , , , , , , , ,2,21,6,2,3,2,1,5,2,1,12604
42,2,1,3,2,1,3,1,1,1,1,4,4,4,4,4,1,1,23,6,2,6, ,2,4,1,4,15601
47,1,2,3,2,1,3,2,1,1,2,3,2,3,3,2,4,1,26,2,2,6, ,2,5,1,5,37421
42,1,5,3,1, ,3,1,2,1,1,1,4,4,9,9,4,1,99,1,1,8, ,2,2,9,99,15635
48,2,3, , , ,3, , , , , , , , , , ,2,70,5,2,1, ,2,2,6,3,77013
12,1,5,8,2,1,3,1,1,1,1,9,4,1,9,4,4,1,57,6,2,7, ,1,9,9,1,33411
12,1,1,3,1, ,3,2,1,2,1,4,1,4,1,1,2,3,47,1,2,1, ,2,1,6,2,34746
46,1,1,2,2,5,3,1,1,1,1,4,4,4,4,4,1,2,34,1,1,4, ,2,2,1,7,57103
48,1,1,2,1, ,3,2,2,1,1,4,4,3,2,2,2,2,37,1,1,2, ,2,2,1,5,75229
12,1,1,1,1, ,3,1,1,1,2,2,4,4,4,4,1,4,30,6,1,6, ,2,9,1,5,34241
26,2,3, , , ,3, , , , , , , , , , ,2,66,5,2,3, ,2,2,1,2,49618
45,2,4, , , ,3, , , , , , , , , , ,1,22,2,1,1, ,1,4,1,1,29440
10,2,4, , , ,1, , , , , , , , , , ,3,22,6,2,6,3,2,4,1,9,19803
51,1,1,3,2,1,3,2,1,1,1,3,3,4,2,4,1,4,52,4,2,8, ,2,3,1,7,23222
23,2,1,5,2,1,3,1,2,1,2,4,4,4,4,4,1,2,26,1,2,6, ,2,4,1,6,4084
42,1,1,3,2,2,3,1,1,1,1,4,4,4,4,4,3,2,57,4,2,6, ,2,2,1,9,19401
5,1,3, , , ,3, , , , , , , , , , ,1,64,4,2,3, ,2,8,2,2,72301
19,1,2,3,1, ,3,1,2,1,1,4,4,4,4,4,2,2,50,6,2,3, ,2,4,1,1,52626
22,2,4, , , ,3, , , , , , , , , , ,4,52,4,2,3, ,1,5,2,1,70127
42,1,1,1,1, ,3,1,2,1,1,4,4,4,4,4,2,2,46,1,2,3, ,2,3,1,6,15765
46,1,1,3,1, ,3,1,1,1,1,4,4,4,4,4,1,2,26,1,2,3, ,2,2,1,2,57004
19,1,1,4,2,1,3,1,1,1,1,2,3,3,3,3,2,2,60,1,2,8, ,2,4,1,98,52240
36,2,1,2,1, ,3,1,1,1,1,4,3,8,1,1,2,2,60,6,2,6, ,2,3,1,2,11746
30,1,1,2,2,1,3,1,1,1,1,4,4,4,4,4,2,2,53,1,1,6, ,2,3,1,99,59718
22,1,3, , , ,3, , , , , , , , , , ,3,64,1,1,8, ,2,4,1,9,70346
13,1,1,3,1, ,3,2,2,2,1,3,2,4,1,1,2,2,42,1,1,3, ,2,3,1,3,30096
39,2,1,1,2,2,3,1,2,1,2,4,4,3,4,4,3,2,54,3,2,6, ,2,3,1,7,43040
1,2,1,5,2,1,3,1,1,1,1,4,4,4,4,2,2,1,53,1,1,8, ,2,4,2,7,36693
24,2,4, , , ,3, , , , , , , , , , ,1,99,5,2,6, ,2,4,2,6,20832
51,2,3, , , ,3, , , , , , , , , , ,3,59,5,2,8, ,2,5,1,99,22903
12,1,2,2,2,1,2,2,1,1,2,3,1,3,3,3,2,2,38,3,2,8,5,2,2,2,2,33319
34,2,1,5,2,1,3,1,1,1,2,3,2,4,2,3,2,3,47,1,1,8, ,2,4,1,8,8850
5,1,1,4,2,2,3,1,2,2,2,4,4,4,4,3,2,3,34,1,1,6, ,2,3,1,6,71957
21,1,1,1,1, ,3,1,1,1,1,4,4,4,4,4,1,4,38,6,2,3, ,2,3,1,6,42060
48,1,1,1,2,5,1,1,1,1,1,4,4,4,4,4,2,3,29,1,2,4,4,2,2,1,4,77375
26,2,1,3,2,1,3,1,1,1,2,1,4,4,4,4,1,1,42,6,2,6, ,2,3,2,6,48383
47,1,1,1,2,1,3,1,1,1,2,4,4,4,4,4,2,2,62,3,2,8, ,2,4,1,5,37411
48,1,1,3,1, ,3,2,2,1,1,4,9,2,4,4,4,3,57,1,2,1, ,2,2,9,9,99999
29,2,1,6,2,1,3,1,1,1,2,4,4,4,4,4,2,2,54,1,2,6, ,2,2,1,6,64506
48,2,2,6,1, ,3,1,2,1,1,1,1,1,1,1,1,3,31,1,1,3, ,2,8,1,4,79106
1,2,3, , , ,3, , , , , , , , , , ,2,61,1,2,6, ,2,1,1,99,35759
42,1,2,1,2,5,2,1,1,1,1,3,3,3,3,3,3,3,60,1,2,8,3,1,2,1,3,17403
4,1,1,3,1, ,3,1,2,2,1,1,3,2,2,2,3,2,30,2,1,2, ,2,4,1,4,85051
6,2,1,5,2,1,3,1,1,1,1,4,4,4,4,4,2,3,34,1,2,6, ,2,4,1,7,92115
48,2,3, , , ,3, , , , , , , , , , ,2,67,5,2,2, ,2,2,1,2,78337
36,1,1,3,2,1,3,1,1,1,1,4,3,4,4,4,2,2,60,1,2,8, ,2,2,1,9,11558
6,1,2,3,1, ,3,2,1,1,1,1,1,1,1,1,2,2,61,2,2,1, ,2,2,1,98,99999
35,1,1,2,2,6,3,2,2,1,1,2,3,4,2,2,1,2,47,1,1,2, ,2,4,1,5,87105
13,2,1,4,2,1,3,1,1,2,1,3,3,3,3,3,2,2,47,2,2,4, ,2,2,1,3,31620
22,1,1,1,2,2,3,2,1,1,2,3,3,4,3,3,1,2,42,1,2,8, ,2,3,2,8,71111
24,1,2,1,1, ,1,1,1,2,1,4,3,4,4,3,1,2,18,6,2,3,2,2,3,6,5,20903
37,1,1,2,2,4,3,1,1,1,1,4,2,4,4,4,2,2,22,6,2,6, ,2,3,1,9,27615
37,1,3, , , ,3, , , , , , , , , , ,2,70,1,2,8, ,2,2,1,7,27017
18,2,3, , , ,3, , , , , , , , , , ,2,63,1,1,5, ,2,3,2,7,46226
47,2,3, , , ,3, , , , , , , , , , ,2,68,1,2,3, ,1,4,1,1,37857
36,1,6, , , ,3, , , , , , , , , , ,1,49,1,2,3, ,1,1,4,1,11233
37,2,2,1,2,1,3,1,2,1,1,4,4,4,4,4,1,4,58,4,2,3, ,2,2,1,1,28602
6,1,2,1,2,1,3,2,1,1,2,3,3,3,3,3,2,3,28,6,2,6, ,2,4,3,5,91303
51,1,1,1,2,4,3,1,1,1,1,3,4,2,4,2,2,3,64,1,2,4, ,2,9,2,7,23231
42,2,1,7,1, ,3,1,1,1,1,4,4,4,3,4,1,4,48,6,1,4, ,2,4,1,3,15120
13,1,1,1,1, ,3,1,2,1,1,3,4,3,3,3,2,2,99,3,2,5, ,2,2,2,6,30643
39,1,1,3,1, ,3,1,2,1,1,4,4,4,4,4,1,4,32,1,1,3, ,2,3,1,7,44306
33,1,1,2,2,1,3,2,1,1,2,2,4,4,3,2,3,2,50,2,2,5, ,2,2,1,8,3053
48,1,4, , , ,3, , , , , , , , , , ,2,53,1,2,3, ,2,3,1,4,77381
55,2,1,6,1, ,3,1,2,1,2,4,4,4,4,4,1,2,43,1,1,5, ,2,3,1,5,54210
17,2,4, , , ,3, , , , , , , , , , ,1,49,6,2,2, ,2,3,2,3,60653
13,2,1,6,2,4,1,1,2,1,1,4,4,4,4,4,1,2,22,6,2,6,3,2,1,1,1,31707
24,2,2,5,1, ,3,1,1,1,1,3,4,4,4,4,1,2,51,1,2,8, ,2,4,1,98,21048
51,2,6, , , ,3, , , , , , , , , , ,1,56,1,2,4, ,1,2,1,1,24639
36,1,1,1,2,1,3,2,1,1,1,2,4,4,4,2,2,2,36,1,1,4, ,2,3,1,9,11001
12,2,1,5,2,1,3,1,1,1,1,4,4,3,4,4,3,3,46,3,1,6, ,1,4,1,4,32738
13,2,3, , , ,3, , , , , , , , , , ,3,71,1,2,4, ,1,2,1,8,30521
42,2,4, , , ,2, , , , , , , , , , ,1,25,6,2,6,3,2,3,3,6,19111
36,2,1,4,1, ,3,1,2,2,1,4,4,4,4,4,2,2,56,2,2,4, ,2,4,1,6,11223
45,1,99, , , ,3, , , , , , , , , , ,8,99,9,9,99, ,9,9,9,99,99999
36,1,1,3,1, ,2,1,1,2,1,2,4,4,4,4,1,4,31,2,1,5,5,2,5,4,6,13501
39,1,1,3,2,1,3,1,1,1,2,3,3,3,2,1,1,2,30,6,2,8, ,2,3,9,99,44113
51,1,1,3,2,2,3,1,1,1,1,4,2,4,4,2,1,3,24,6,2,6, ,2,3,2,3,23220
12,2,1,5,2,1,2,2,1,1,1,2,4,2,4,4,2,2,47,6,2,8,3,2,4,1,5,33566
10,1,1,3,2,2,3,1,1,1,1,4,2,4,2,2,3,2,28,6,2,6, ,2,4,1,8,19711
26,1,2,2,2,4,1,2,1,1,8,3,4,3,3,3,3,2,20,6,2,3,2,2,8,1,6,49417
39,2,4, , , ,3, , , , , , , , , , ,4,48,6,1,3, ,2,1,2,1,45232
47,1,1,1,2,3,3,2,1,2,1,4,4,4,4,4,2,3,62,1,2,5, ,2,1,1,6,37645
12,1,4, , , ,3, , , , , , , , , , ,3,65,1,2,4, ,1,3,2,5,33404
47,2,2,1,2,4,3,1,1,1,2,4,4,4,2,3,3,2,50,1,2,3, ,2,3,1,7,37725
12,1,3, , , ,3, , , , , , , , , , ,1,56,3,1,8, ,2,2,1,6,33916
34,2,1,3,2,1,3,1,1,1,1,4,4,4,2,4,2,2,57,2,2,3, ,2,4,1,6,99999
42,2,1,5,1, ,3,1,2,1,1,4,4,4,4,4,1,3,60,1,2,3, ,2,3,1,98,17578
45,1,1,1,2,1,1,2,1,1,2,1,1,4,2,2,1,2,23,6,2,8,2,2,4,3,6,29607
26,1,1,3,1, ,1,1,2,1,2,4,4,4,4,4,1,1,20,6,2,5,2,2,3,6,1,49781
36,2,1,1,2,4,3,1,2,2,1,4,4,4,4,4,2,3,50,1,2,5, ,2,3,1,99,13830
17,1,2,1,1, ,1,2,1,2,1,4,4,3,4,3,3,1,23,6,2,8,6,2,3,6,2,60506
12,2,1,3,2,1,2,1,1,1,2,4,4,4,3,3,2,3,60,1,2,8,6,2,2,1,99,34208
6,1,2,2,1, ,3,1,1,1,1,3,3,3,1,3,2,9,50,1,2,5, ,2,2,2,6,93560
48,1,2,1,1, ,3,1,2,1,1,1,4,3,2,1,2,3,23,6,2,3, ,2,3,1,2,78247
42,1,1,4,2,3,3,2,1,1,2,4,2,4,4,4,1,3,21,6,2,8, ,2,4,5,6,18434
6,2,4, , , ,3, , , , , , , , , , ,8,63,2,2,2, ,1,2,1,2,90602
51,1,1,1,2,2,3,1,1,1,1,3,3,3,3,4,3,3,53,1,1,8, ,2,3,1,98,20132
51,2,1,1,2,1,3,1,1,2,1,3,4,4,3,4,2,3,22,6,2,6, ,2,3,1,2,22182
39,2,4, , , ,3, , , , , , , , , , ,2,58,1,2,3, ,1,3,1,3,43160
2,2,1,6,2,2,3,1,9,1,1,3,3,3,3,3,1,3,45,1,1,8, ,2,2,5,9,99576
15,2,1,1,1, ,1,1,2,1,1,4,4,4,4,4,2,3,32,1,1,4,2,2,2,3,4,96720
19,1,4, , , ,3, , , , , , , , , , ,4,63,6,2,3, ,1,2,2,3,52403
2,1,1,4,1, ,3,1,1,1,1,4,4,4,4,4,1,3,41,3,2,5, ,2,3,1,6,99801
46,1,2,3,1, ,1,2,2,2,1,4,4,4,4,4,2,2,24,2,2,4,4,2,4,1,5,57701
48,1,1,3,2,1,3,1,1,1,2,3,3,4,3,2,1,3,57,1,1,8, ,2,3,1,9,75214
16,1,1,1,2,2,3,1,1,1,2,4,4,4,4,4,4,3,99,1,2,6, ,2,2,1,99,99999
4,2,3, , , ,3, , , , , , , , , , ,2,67,1,1,8, ,2,2,1,8,85541
6,2,1,5,2,1,3,1,1,1,1,2,4,4,4,2,2,2,37,1,2,8, ,2,5,1,4,94954
6,1,4, , , ,1, , , , , , , , , , ,3,20,6,2,3,2,2,4,3,9,94587
41,2,1,2,2,2,3,1,1,2,1,4,4,4,4,4,1,3,38,2,1,4, ,2,4,1,1,97303
32,2,4, , , ,1, , , , , , , , , , ,2,41,6,2,8,3,2,4,4,7,89032
42,1,1,3,1, ,3,1,2,1,2,4,4,4,4,4,2,2,33,1,1,1, ,2,1,1,6,17517
9,2,2,7,1, ,2,2,2,2,9,2,4,4,2,2,2,3,45,6,2,4,9,2,9,1,4,6106
21,1,4, , , ,3, , , , , , , , , , ,2,26,1,9,1, ,2,9,1,98,99999
36,1,1,1,2,1,3,1,1,2,1,4,4,4,4,4,1,4,48,1,1,8, ,2,4,1,9,10022
51,1,3, , , ,3, , , , , , , , , , ,3,68,1,2,4, ,2,2,1,99,23924
37,2,1,3,2,1,2,1,1,1,2,4,4,4,4,4,1,3,41,1,1,6,3,2,2,1,9,27613
48,2,3, , , ,3, , , , , , , , , , ,2,54,3,2,4, ,1,8,1,1,75228
8,2,1,2,1, ,3,1,1,1,2,3,4,4,4,3,1,3,49,3,2,6, ,2,2,1,98,80134
40,2,3, , , ,3, , , , , , , , , , ,2,65,1,2,4, ,1,2,1,4,73012
29,1,1,3,1, ,3,1,1,1,1,4,4,4,4,4,1,2,31,6,1,6, ,2,3,4,7,65049
13,1,1,1,2,2,3,1,1,1,2,4,4,4,3,2,2,2,26,1,2,4, ,2,3,4,6,30345
42,1,3, , , ,3, , , , , , , , , , ,2,69,2,2,5, ,1,3,1,9,15370
6,1,1,1,2,4,3,1,1,1,1,3,4,4,4,4,2,1,22,6,2,5, ,2,3,3,98,95122
49,2,1,1,1, ,3,1,2,1,2,4,4,4,4,4,2,3,18,6,2,3, ,2,3,1,6,84074
35,1,1,1,2,5,3,1,1,1,2,2,2,3,2,2,2,2,64,3,2,8, ,2,3,1,6,87106
39,2,3, , , ,3, , , , , , , , , , ,2,73,5,2,3, ,2,2,1,2,44683
53,2,2,5,2,4,3,1,1,1,1,4,2,4,4,1,4,3,57,1,2,5, ,1,9,1,5,98248
6,1,2,3,1, ,3,2,1,1,2,4,2,2,2,2,2,2,36,2,1,3, ,2,2,6,2,12321
32,1,1,1,1, ,2,1,1,1,2,4,3,4,4,4,2,2,27,1,2,4,4,2,4,1,4,89110
41,1,3, , , ,3, , , , , , , , , , ,2,68,1,2,3, ,2,3,1,8,97215
41,1,4, , , ,3, , , , , , , , , , ,1,42,6,2,6, ,2,4,1,6,97217
53,2,3, , , ,3, , , , , , , , , , ,1,65,1,2,6, ,2,3,1,98,99999
6,1,4, , , ,3, , , , , , , , , , ,3,21,6,2,6, ,2,5,4,7,93065
36,1,4, , , ,3, , , , , , , , , , ,1,44,1,2,98, ,2,3,5,3,11236
42,1,1,5,2,1,3,2,1,1,2,4,4,4,4,4,1,4,62,1,2,8, ,2,3,1,8,19522
36,1,4, , , ,3, , , , , , , , , , ,2,50,4,1,3, ,2,2,2,2,10035
26,2,4, , , ,1, , , , , , , , , , ,2,39,6,2,8,3,2,4,1,2,48105
48,2,1,5,1, ,3,1,1,1,1,4,4,4,4,2,1,4,20,6,2,3, ,2,4,1,2,75074
18,1,1,1,1, ,3,1,1,1,1,4,4,4,4,4,1,1,47,1,1,3, ,2,3,2,1,47944
13,1,1,3,1, ,3,1,1,1,2,4,4,4,4,4,1,4,44,5,1,4, ,2,3,1,6,30165
22,1,2,1,1, ,3,1,1,2,1,3,3,4,4,3,1,3,57,5,2,3, ,2,1,1,3,70506
48,2,1,3,1, ,3,1,2,2,1,4,4,4,4,4,1,3,49,1,2,4, ,2,2,1,6,75181
1,2,3, , , ,3, , , , , , , , , , ,1,63,5,1,3, ,2,2,1,98,35150
26,2,1,1,2,1,3,1,2,1,1,8,4,3,4,3,2,2,41,3,2,4, ,2,2,1,99,48708
1,1,1,1,2,2,3,1,1,1,2,4,4,3,3,3,2,4,50,1,1,6, ,2,1,1,8,36068
42,1,1,2,2,1,3,2,1,1,2,2,2,4,4,2,3,4,45,3,1,4, ,2,1,1,8,18964
24,2,1,3,2,1,3,1,1,1,1,4,4,4,4,4,2,2,32,6,1,6, ,2,3,2,98,20872
37,1,1,1,1, ,2,2,2,1,2,2,2,2,2,2,2,2,45,2,2,4,9,2,2,1,4,27030
26,2,3, , , ,3, , , , , , , , , , ,1,66,2,2,4, ,2,2,1,2,48047
39,2,1,5,2,8,3,1,1,1,2,3,3,3,3,3,2,3,33,6,2,8, ,2,5,1,3,45701
12,1,1,3,1, ,3,1,1,1,2,4,4,4,4,2,1,4,30,1,2,6, ,2,1,1,5,33322
27,1,2,3,2,6,2,1,1,1,1,2,2,2,1,2,1,3,38,4,2,1,9,2,5,1,2,55404
10,2,1,1,2,1,3,1,1,1,1,4,4,4,4,4,2,1,34,1,1,6, ,2,3,2,8,19702
48,2,3, , , ,3, , , , , , , , , , ,3,92,5,2,1, ,1,8,1,1,78948
55,2,1,6,2,5,3,1,1,1,2,4,4,4,4,4,2,3,55,1,2,4, ,2,3,1,6,53098
48,1,1,1,2,1,3,1,1,1,1,4,3,4,3,2,2,2,55,1,1,4, ,2,1,1,8,77535
29,1,1,3,1, ,3,2,2,1,2,4,4,4,4,4,2,2,53,6,2,3, ,2,3,1,3,65101
51,2,1,1,2,2,3,1,2,1,2,3,3,3,3,2,3,1,48,3,1,6, ,2,3,2,7,23464
22,1,1,3,2,5,3,1,2,2,2,4,3,8,2,3,1,2,58,3,2,8, ,2,2,1,3,70508
36,1,2,2,2,1,3,1,1,1,1,1,1,1,1,1,4,1,43,4,2,6, ,2,5,1,5,11232
42,2,1,6,2,1,3,1,2,1,1,4,4,4,2,3,3,3,49,3,2,8, ,2,2,1,6,15670
17,1,4, , , ,3, , , , , , , , , , ,1,35,1,1,3, ,1,3,2,2,60002
25,2,2,3,2,1,3,1,2,1,1,4,4,4,4,4,2,2,67,1,2,8, ,2,4,1,7,2467
48,1,1,5,2,1,3,1,2,1,2,4,4,4,4,4,2,2,33,1,1,8, ,2,3,1,8,76901
24,1,6, , , ,3, , , , , , , , , , ,2,60,3,2,3, ,1,2,1,2,21221
48,1,1,5,2,4,3,1,1,1,2,4,4,4,4,4,1,3,56,1,2,8, ,2,1,1,6,75098
29,1,1,4,2,1,3,1,1,1,1,4,4,4,4,4,1,2,30,1,1,8, ,2,2,1,6,65583
40,1,3, , , ,3, , , , , , , , , , ,3,67,1,2,5, ,1,4,8,7,74701
48,1,3, , , ,3, , , , , , , , , , ,1,67,1,2,4, ,1,2,1,99,99999
48,2,3, , , ,3, , , , , , , , , , ,2,68,1,1,8, ,2,3,2,6,75686
1,2,1,5,1, ,3,1,1,1,2,3,3,4,3,3,8,4,57,6,2,8, ,2,2,1,5,36701
47,2,3, , , ,3, , , , , , , , , , ,2,79,5,2,3, ,2,3,1,5,38053
36,2,2,4,2,1,3,2,2,1,2,4,4,4,4,4,1,3,41,1,1,8, ,2,3,1,8,13901
6,1,3, , , ,3, , , , , , , , , , ,4,65,3,2,3, ,2,8,1,1,95961
12,1,2,7,2,1,3,1,1,1,2,4,4,4,4,4,2,2,67,1,2,8, ,2,5,4,8,33901
6,1,2,5,2,4,1,1,2,2,1,4,4,4,4,4,2,2,20,6,2,3,2,2,5,1,9,90024
42,2,2,3,1, ,1,2,2,2,1,4,4,4,4,4,1,2,19,6,2,4,2,2,3,1,6,17844
6,2,3, , , ,3, , , , , , , , , , ,3,56,3,2,3, ,1,5,1,1,93308
32,1,1,1,2,1,3,1,1,1,2,3,4,4,2,4,3,1,46,1,2,5, ,2,4,1,9,89135
48,2,4, , , ,3, , , , , , , , , , ,2,21,2,1,3, ,2,8,1,1,78666
37,2,1,6,2,2,3,1,1,1,1,4,4,4,4,4,1,3,34,1,1,8, ,2,4,1,6,28112
53,1,3, , , ,3, , , , , , , , , , ,2,55,6,2,3, ,1,2,1,98,98755
6,1,4, , , ,3, , , , , , , , , , ,1,34,6,2,4, ,2,5,1,8,92116
53,2,4, , , ,3, , , , , , , , , , ,3,37,1,1,5, ,2,2,1,6,98225
53,1,1,1,1, ,2,1,2,2,1,2,4,1,1,1,2,2,26,1,1,3,9,2,3,1,4,99362
35,2,3, , , ,3, , , , , , , , , , ,1,65,3,2,5, ,2,2,1,1,87937
6,2,2,1,1, ,1,1,2,1,1,3,1,2,4,4,3,1,21,6,2,3,2,2,3,4,6,95621
37,1,1,3,1, ,3,1,1,1,1,4,4,4,4,3,2,2,24,2,1,8, ,2,2,1,5,27837
12,2,3, , , ,3, , , , , , , , , , ,1,74,2,2,6, ,2,4,1,99,34236
47,2,1,3,2,4,3,2,1,2,1,2,4,4,1,2,3,2,57,3,2,5, ,2,2,1,2,37814
15,2,3, , , ,3, , , , , , , , , , ,2,72,5,2,3, ,2,3,3,1,96782
55,1,1,1,2,1,3,1,1,2,1,4,4,4,4,4,2,2,47,1,1,6, ,2,2,1,9,54915
17,1,1,1,1, ,2,1,2,2,1,2,4,4,4,1,2,2,24,6,2,6,2,2,4,1,6,60613
48,1,2,3,1, ,3,2,2,2,1,4,4,4,4,3,2,3,19,6,2,3, ,2,4,1,8,78413
48,2,3, , , ,3, , , , , , , , , , ,2,57,6,2,1, ,1,8,1,1,78211
46,1,1,3,1, ,3,1,1,1,2,4,4,4,4,4,2,4,44,1,2,3, ,2,4,1,3,57501
48,1,1,2,2,1,3,2,1,2,2,3,2,3,3,3,2,3,29,1,1,8, ,2,2,1,6,76133
55,1,1,2,2,2,3,1,1,1,2,4,3,3,3,4,2,1,34,1,1,8, ,2,3,1,8,54915
8,1,1,4,1, ,3,1,1,1,1,4,4,4,2,4,1,3,23,6,2,3, ,2,3,1,4,80913
40,1,2,5,2,5,3,1,1,2,1,1,4,4,2,2,3,1,26,6,2,3, ,2,3,2,3,74106
28,2,3, , , ,3, , , , , , , , , , ,2,68,1,2,6, ,2,2,1,99,39047
6,1,4, , , ,3, , , , , , , , , , ,2,56,2,2,3, ,1,1,2,98,93534
6,2,4, , , ,3, , , , , , , , , , ,2,55,4,2,1, ,1,2,1,1,92243
6,2,1,1,2,1,3,1,1,1,1,4,4,3,4,2,1,3,31,6,2,6, ,2,2,1,6,95831
53,2,1,6,1, ,1,1,1,1,1,4,4,4,4,4,1,3,36,2,1,6,2,2,3,1,7,98503
6,2,3, , , ,3, , , , , , , , , , ,2,83,5,2,8, ,2,2,1,2,95831
40,1,1,2,2,2,3,1,1,1,2,4,4,4,4,4,8,3,99,3,2,8, ,2,5,1,7,73104
6,2,1,1,2,2,3,1,1,1,2,2,2,3,3,3,2,2,54,3,2,8, ,2,3,1,9,94568
6,2,4, , , ,3, , , , , , , , , , ,1,45,3,1,3, ,1,3,1,2,95677
48,1,1,1,2,4,2,1,1,1,1,2,4,2,4,4,3,1,18,6,1,4,4,2,2,2,1,79936
28,1,1,3,1, ,3,1,1,1,1,4,4,4,4,4,1,4,53,1,1,3, ,2,2,1,4,38965
1,1,4, , , ,3, , , , , , , , , , ,3,18,6,2,3, ,2,8,2,98,35473
47,1,1,1,1, ,3,2,2,1,1,4,4,4,2,2,2,2,62,3,2,3, ,2,2,1,4,37370
37,1,1,2,1, ,3,2,2,1,1,1,1,1,1,1,9,4,58,4,2,1, ,2,8,2,3,28205
48,1,3, , , ,3, , , , , , , , , , ,8,73,1,2,1, ,2,5,6,2,99999
47,1,3, , , ,3, , , , , , , , , , ,2,98,6,2,6, ,2,3,1,98,37918
19,2,1,3,2,2,3,1,1,1,2,4,4,4,2,4,3,3,45,1,1,6, ,2,2,1,8,51041
36,1,1,2,2,1,3,1,1,1,2,4,4,4,4,4,1,8,62,1,2,8, ,2,2,1,9,12115
6,2,1,5,2,1,2,1,1,1,1,1,4,4,4,2,2,1,43,2,2,6,3,2,4,1,9,94401
49,2,1,2,2,5,1,2,2,2,1,4,4,4,4,4,4,4,20,6,2,3,4,2,2,1,4,84096
51,2,3, , , ,3, , , , , , , , , , ,3,72,3,2,3, ,1,5,1,2,22735
6,1,1,1,1, ,3,1,1,1,1,1,1,1,1,1,1,2,50,6,2,1, ,2,2,6,2,90606
8,1,3, , , ,3, , , , , , , , , , ,1,70,5,2,6, ,1,3,1,3,81154
32,1,1,4,2,2,2,2,2,2,2,4,4,4,2,4,1,3,44,1,2,6,3,2,3,1,6,89143
